epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
169,747.524,0.32837,0.20721,0.86988,0.96671,0.95151,0.97024,0.87726,0.5664,0.27038,1.18304,1.7807e-05,1.7807e-05,1.7807e-05
170,791.45,0.32166,0.20295,0.86872,0.96633,0.95091,0.96946,0.87689,0.56693,0.27429,1.18171,1.6884e-05,1.6884e-05,1.6884e-05
171,829.427,0.32472,0.21428,0.86814,0.96694,0.95025,0.97134,0.88035,0.56243,0.27028,1.17416,1.59879e-05,1.59879e-05,1.59879e-05
172,865.62,0.32021,0.20438,0.86807,0.96784,0.95119,0.97186,0.88252,0.56435,0.26969,1.17284,1.51191e-05,1.51191e-05,1.51191e-05
173,901.975,0.32223,0.20854,0.86787,0.96677,0.95155,0.97216,0.88045,0.56287,0.26998,1.17682,1.42777e-05,1.42777e-05,1.42777e-05
174,938.251,0.31949,0.2059,0.86767,0.96741,0.95208,0.97224,0.87839,0.56154,0.27131,1.17694,1.34638e-05,1.34638e-05,1.34638e-05
175,974.656,0.31928,0.20502,0.86853,0.96739,0.95213,0.9741,0.8827,0.5599,0.2708,1.17766,1.26779e-05,1.26779e-05,1.26779e-05
176,1434.7,0.3209,0.20833,0.87291,0.96663,0.95321,0.97415,0.88189,0.5604,0.26953,1.1788,1.19199e-05,1.19199e-05,1.19199e-05
177,1470.89,0.31928,0.20794,0.8686,0.96692,0.95247,0.97321,0.8812,0.55871,0.26843,1.1787,1.11902e-05,1.11902e-05,1.11902e-05
178,1507.87,0.31296,0.20028,0.86304,0.96719,0.95243,0.9729,0.88089,0.55711,0.26575,1.17492,1.04888e-05,1.04888e-05,1.04888e-05
179,1544.3,0.31761,0.20954,0.87129,0.97002,0.9512,0.97309,0.88291,0.5575,0.26787,1.17992,9.816e-06,9.816e-06,9.816e-06
180,1580.72,0.31328,0.20245,0.86525,0.97492,0.9512,0.97269,0.88387,0.55696,0.26683,1.18307,9.17194e-06,9.17194e-06,9.17194e-06
181,1617.25,0.31995,0.21178,0.87275,0.97111,0.95307,0.97293,0.88318,0.5565,0.26744,1.18416,8.55676e-06,8.55676e-06,8.55676e-06
182,1653.53,0.3135,0.19682,0.86646,0.97342,0.95235,0.97257,0.88336,0.55747,0.2666,1.18118,7.97061e-06,7.97061e-06,7.97061e-06
183,1689.74,0.30982,0.19584,0.86312,0.96837,0.95125,0.97222,0.88426,0.55927,0.27015,1.18217,7.41366e-06,7.41366e-06,7.41366e-06
184,1726.25,0.31375,0.20158,0.86799,0.96789,0.95083,0.97194,0.88131,0.55819,0.26965,1.1841,6.88602e-06,6.88602e-06,6.88602e-06
185,1762.61,0.31249,0.2058,0.86498,0.96807,0.95094,0.97254,0.88292,0.55741,0.26944,1.18623,6.38783e-06,6.38783e-06,6.38783e-06
186,1799.55,0.31574,0.20408,0.87387,0.96796,0.9509,0.97258,0.88313,0.55624,0.26885,1.18415,5.91922e-06,5.91922e-06,5.91922e-06
187,1835.88,0.31327,0.19877,0.86942,0.96973,0.95039,0.97246,0.88142,0.55718,0.26882,1.18266,5.4803e-06,5.4803e-06,5.4803e-06
188,1872.2,0.31159,0.20135,0.86722,0.97005,0.95079,0.97219,0.88116,0.55634,0.26805,1.18196,5.07118e-06,5.07118e-06,5.07118e-06
189,1908.54,0.31092,0.19884,0.86205,0.96861,0.95457,0.97222,0.88265,0.55689,0.26942,1.18238,4.69195e-06,4.69195e-06,4.69195e-06
190,1944.93,0.31095,0.1977,0.86337,0.96895,0.95273,0.97298,0.88248,0.55624,0.26938,1.18173,4.34272e-06,4.34272e-06,4.34272e-06
191,1993.43,0.25973,0.13706,0.83907,0.97306,0.95592,0.9729,0.88024,0.56314,0.27497,1.21231,4.02357e-06,4.02357e-06,4.02357e-06
192,2029.55,0.25951,0.13688,0.83773,0.97224,0.95486,0.97323,0.88092,0.56424,0.27537,1.21558,3.73457e-06,3.73457e-06,3.73457e-06
193,2065.74,0.25126,0.13265,0.84121,0.97289,0.9547,0.97266,0.8803,0.56423,0.27469,1.21351,3.47581e-06,3.47581e-06,3.47581e-06
194,2101.75,0.25059,0.13266,0.8382,0.97316,0.95643,0.97247,0.88085,0.5621,0.27425,1.20994,3.24733e-06,3.24733e-06,3.24733e-06
195,2137.83,0.24863,0.13299,0.83761,0.97342,0.95579,0.97237,0.88133,0.561,0.27211,1.20788,3.04921e-06,3.04921e-06,3.04921e-06
196,2174.28,0.24856,0.13162,0.84122,0.97342,0.95576,0.97229,0.88234,0.56048,0.27316,1.20774,2.88148e-06,2.88148e-06,2.88148e-06
197,2215.42,0.24584,0.1313,0.83431,0.97347,0.95542,0.97273,0.88135,0.56029,0.2729,1.20712,2.74419e-06,2.74419e-06,2.74419e-06
198,2259.7,0.24633,0.13278,0.83717,0.97325,0.95271,0.97321,0.88067,0.55996,0.2743,1.20979,2.63738e-06,2.63738e-06,2.63738e-06
199,2304.5,0.24449,0.13169,0.8364,0.97346,0.95512,0.97308,0.88326,0.55946,0.27157,1.20731,2.56106e-06,2.56106e-06,2.56106e-06
200,2349.95,0.24721,0.1336,0.83804,0.9734,0.95458,0.97353,0.88365,0.55904,0.27214,1.20674,2.51527e-06,2.51527e-06,2.51527e-06
